"filename", "language", "TypeScript", "JavaScript", "JSON", "XML", "JSON with Comments", "PostCSS", "Ignore", "comment", "blank", "total"
"/Users/kietle/Desktop/Roo-Code-Fork/src/api/transform/__tests__/openai-format.spec.ts", "TypeScript", 1092, 0, 0, 0, 0, 0, 0, 64, 150, 1306
"/Users/kietle/Desktop/Roo-Code-Fork/src/api/transform/__tests__/r1-format.spec.ts", "TypeScript", 548, 0, 0, 0, 0, 0, 0, 12, 60, 620
"/Users/kietle/Desktop/Roo-Code-Fork/src/api/transform/__tests__/reasoning.spec.ts", "TypeScript", 911, 0, 0, 0, 0, 0, 0, 12, 226, 1149
"/Users/kietle/Desktop/Roo-Code-Fork/src/api/transform/__tests__/stream.spec.ts", "TypeScript", 96, 0, 0, 0, 0, 0, 0, 1, 20, 117
"/Users/kietle/Desktop/Roo-Code-Fork/src/api/transform/__tests__/vscode-lm-format.spec.ts", "TypeScript", 289, 0, 0, 0, 0, 0, 0, 6, 54, 349
"/Users/kietle/Desktop/Roo-Code-Fork/src/api/transform/anthropic-filter.ts", "TypeScript", 32, 0, 0, 0, 0, 0, 0, 15, 6, 53
"/Users/kietle/Desktop/Roo-Code-Fork/src/api/transform/bedrock-converse-format.ts", "TypeScript", 173, 0, 0, 0, 0, 0, 0, 19, 17, 209
"/Users/kietle/Desktop/Roo-Code-Fork/src/api/transform/cache-strategy/__tests__/cache-strategy.spec.ts", "TypeScript", 834, 0, 0, 0, 0, 0, 0, 130, 149, 1113
"/Users/kietle/Desktop/Roo-Code-Fork/src/api/transform/cache-strategy/base-strategy.ts", "TypeScript", 102, 0, 0, 0, 0, 0, 0, 49, 22, 173
"/Users/kietle/Desktop/Roo-Code-Fork/src/api/transform/cache-strategy/multi-point-strategy.ts", "TypeScript", 207, 0, 0, 0, 0, 0, 0, 63, 45, 315
"/Users/kietle/Desktop/Roo-Code-Fork/src/api/transform/cache-strategy/types.ts", "TypeScript", 30, 0, 0, 0, 0, 0, 0, 33, 6, 69
"/Users/kietle/Desktop/Roo-Code-Fork/src/api/transform/caching/__tests__/anthropic.spec.ts", "TypeScript", 141, 0, 0, 0, 0, 0, 0, 1, 40, 182
"/Users/kietle/Desktop/Roo-Code-Fork/src/api/transform/caching/__tests__/gemini.spec.ts", "TypeScript", 191, 0, 0, 0, 0, 0, 0, 18, 58, 267
"/Users/kietle/Desktop/Roo-Code-Fork/src/api/transform/caching/__tests__/vercel-ai-gateway.spec.ts", "TypeScript", 196, 0, 0, 0, 0, 0, 0, 1, 37, 234
"/Users/kietle/Desktop/Roo-Code-Fork/src/api/transform/caching/__tests__/vertex.spec.ts", "TypeScript", 136, 0, 0, 0, 0, 0, 0, 3, 40, 179
"/Users/kietle/Desktop/Roo-Code-Fork/src/api/transform/caching/anthropic.ts", "TypeScript", 25, 0, 0, 0, 0, 0, 0, 11, 6, 42
"/Users/kietle/Desktop/Roo-Code-Fork/src/api/transform/caching/gemini.ts", "TypeScript", 32, 0, 0, 0, 0, 0, 0, 6, 10, 48
"/Users/kietle/Desktop/Roo-Code-Fork/src/api/transform/caching/vercel-ai-gateway.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 5, 6, 31
"/Users/kietle/Desktop/Roo-Code-Fork/src/api/transform/caching/vertex.ts", "TypeScript", 34, 0, 0, 0, 0, 0, 0, 9, 7, 50
"/Users/kietle/Desktop/Roo-Code-Fork/src/api/transform/gemini-format.ts", "TypeScript", 141, 0, 0, 0, 0, 0, 0, 32, 27, 200
"/Users/kietle/Desktop/Roo-Code-Fork/src/api/transform/image-cleaning.ts", "TypeScript", 22, 0, 0, 0, 0, 0, 0, 7, 4, 33
"/Users/kietle/Desktop/Roo-Code-Fork/src/api/transform/minimax-format.ts", "TypeScript", 74, 0, 0, 0, 0, 0, 0, 33, 12, 119
"/Users/kietle/Desktop/Roo-Code-Fork/src/api/transform/mistral-format.ts", "TypeScript", 140, 0, 0, 0, 0, 0, 0, 27, 16, 183
"/Users/kietle/Desktop/Roo-Code-Fork/src/api/transform/model-params.ts", "TypeScript", 142, 0, 0, 0, 0, 0, 0, 27, 23, 192
"/Users/kietle/Desktop/Roo-Code-Fork/src/api/transform/openai-format.ts", "TypeScript", 324, 0, 0, 0, 0, 0, 0, 135, 51, 510
"/Users/kietle/Desktop/Roo-Code-Fork/src/api/transform/r1-format.ts", "TypeScript", 183, 0, 0, 0, 0, 0, 0, 46, 16, 245
"/Users/kietle/Desktop/Roo-Code-Fork/src/api/transform/reasoning.ts", "TypeScript", 111, 0, 0, 0, 0, 0, 0, 22, 28, 161
"/Users/kietle/Desktop/Roo-Code-Fork/src/api/transform/stream.ts", "TypeScript", 76, 0, 0, 0, 0, 0, 0, 25, 14, 115
"/Users/kietle/Desktop/Roo-Code-Fork/src/api/transform/vscode-lm-format.ts", "TypeScript", 155, 0, 0, 0, 0, 0, 0, 23, 19, 197
"/Users/kietle/Desktop/Roo-Code-Fork/src/api/transform/zai-format.ts", "TypeScript", 184, 0, 0, 0, 0, 0, 0, 43, 16, 243
"/Users/kietle/Desktop/Roo-Code-Fork/src/assets/codicons/codicon.css", "PostCSS", 0, 0, 0, 0, 0, 1747, 0, 12, 11, 1770
"/Users/kietle/Desktop/Roo-Code-Fork/src/assets/icons/icon.svg", "XML", 0, 0, 0, 12, 0, 0, 0, 0, 1, 13
"/Users/kietle/Desktop/Roo-Code-Fork/src/assets/images/roo-logo.svg", "XML", 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/assistant-message/NativeToolCallParser.ts", "TypeScript", 700, 0, 0, 0, 0, 0, 0, 150, 111, 961
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/assistant-message/__tests__/NativeToolCallParser.spec.ts", "TypeScript", 214, 0, 0, 0, 0, 0, 0, 3, 25, 242
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/assistant-message/__tests__/presentAssistantMessage-custom-tool.spec.ts", "TypeScript", 264, 0, 0, 0, 0, 0, 0, 22, 41, 327
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/assistant-message/__tests__/presentAssistantMessage-images.spec.ts", "TypeScript", 282, 0, 0, 0, 0, 0, 0, 35, 54, 371
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/assistant-message/__tests__/presentAssistantMessage-unknown-tool.spec.ts", "TypeScript", 206, 0, 0, 0, 0, 0, 0, 25, 42, 273
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/assistant-message/index.ts", "TypeScript", 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/assistant-message/presentAssistantMessage.ts", "TypeScript", 841, 0, 0, 0, 0, 0, 0, 163, 105, 1109
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/assistant-message/types.ts", "TypeScript", 2, 0, 0, 0, 0, 0, 0, 0, 2, 4
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/auto-approval/AutoApprovalHandler.ts", "TypeScript", 110, 0, 0, 0, 0, 0, 0, 26, 20, 156
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/auto-approval/__tests__/AutoApprovalHandler.spec.ts", "TypeScript", 228, 0, 0, 0, 0, 0, 0, 34, 74, 336
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/auto-approval/commands.ts", "TypeScript", 262, 0, 0, 0, 0, 0, 0, 89, 18, 369
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/auto-approval/index.ts", "TypeScript", 161, 0, 0, 0, 0, 0, 0, 2, 31, 194
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/auto-approval/mcp.ts", "TypeScript", 9, 0, 0, 0, 0, 0, 0, 0, 3, 12
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/auto-approval/tools.ts", "TypeScript", 15, 0, 0, 0, 0, 0, 0, 0, 3, 18
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/checkpoints/__tests__/checkpoint.test.ts", "TypeScript", 450, 0, 0, 0, 0, 0, 0, 45, 99, 594
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/checkpoints/index.ts", "TypeScript", 299, 0, 0, 0, 0, 0, 0, 29, 65, 393
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/condense/__tests__/condense.spec.ts", "TypeScript", 223, 0, 0, 0, 0, 0, 0, 18, 39, 280
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/condense/__tests__/index.spec.ts", "TypeScript", 1406, 0, 0, 0, 0, 0, 0, 148, 217, 1771
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/condense/__tests__/rewind-after-condense.spec.ts", "TypeScript", 346, 0, 0, 0, 0, 0, 0, 108, 89, 543
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/condense/index.ts", "TypeScript", 408, 0, 0, 0, 0, 0, 0, 187, 85, 680
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/config/ContextProxy.ts", "TypeScript", 310, 0, 0, 0, 0, 0, 0, 69, 76, 455
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/config/CustomModesManager.ts", "TypeScript", 715, 0, 0, 0, 0, 0, 0, 147, 154, 1016
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/config/ProviderSettingsManager.ts", "TypeScript", 660, 0, 0, 0, 0, 0, 0, 108, 123, 891
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/config/__tests__/ContextProxy.spec.ts", "TypeScript", 324, 0, 0, 0, 0, 0, 0, 86, 97, 507
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/config/__tests__/CustomModesManager.exportImportSlugChange.spec.ts", "TypeScript", 350, 0, 0, 0, 0, 0, 0, 24, 64, 438
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/config/__tests__/CustomModesManager.spec.ts", "TypeScript", 1391, 0, 0, 0, 0, 0, 0, 113, 257, 1761
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/config/__tests__/CustomModesManager.yamlEdgeCases.spec.ts", "TypeScript", 382, 0, 0, 0, 0, 0, 0, 18, 75, 475
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/config/__tests__/CustomModesSettings.spec.ts", "TypeScript", 141, 0, 0, 0, 0, 0, 0, 3, 28, 172
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/config/__tests__/ModeConfig.spec.ts", "TypeScript", 209, 0, 0, 0, 0, 0, 0, 1, 46, 256
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/config/__tests__/ProviderSettingsManager.spec.ts", "TypeScript", 1060, 0, 0, 0, 0, 0, 0, 49, 189, 1298
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/config/__tests__/importExport.spec.ts", "TypeScript", 1406, 0, 0, 0, 0, 0, 0, 112, 278, 1796
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/config/importExport.ts", "TypeScript", 157, 0, 0, 0, 0, 0, 0, 37, 33, 227
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/context-management/__tests__/context-management.spec.ts", "TypeScript", 1150, 0, 0, 0, 0, 0, 0, 182, 172, 1504
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/context-management/__tests__/truncation.spec.ts", "TypeScript", 280, 0, 0, 0, 0, 0, 0, 75, 83, 438
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/context-management/index.ts", "TypeScript", 226, 0, 0, 0, 0, 0, 0, 97, 37, 360
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/context-tracking/FileContextTracker.ts", "TypeScript", 189, 0, 0, 0, 0, 0, 0, 34, 38, 261
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/context-tracking/FileContextTrackerTypes.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 0, 6, 7, 29
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/context/context-management/__tests__/context-error-handling.test.ts", "TypeScript", 273, 0, 0, 0, 0, 0, 0, 4, 53, 330
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/context/context-management/context-error-handling.ts", "TypeScript", 85, 0, 0, 0, 0, 0, 0, 11, 19, 115
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/diff/stats.ts", "TypeScript", 40, 0, 0, 0, 0, 0, 0, 21, 11, 72
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/diff/strategies/__tests__/multi-file-search-replace-8char.spec.ts", "TypeScript", 153, 0, 0, 0, 0, 0, 0, 0, 37, 190
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/diff/strategies/__tests__/multi-search-replace-trailing-newline.spec.ts", "TypeScript", 144, 0, 0, 0, 0, 0, 0, 6, 14, 164
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/diff/strategies/__tests__/multi-search-replace.spec.ts", "TypeScript", 1137, 0, 0, 0, 0, 0, 0, 3, 111, 1251
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/diff/strategies/multi-file-search-replace.ts", "TypeScript", 714, 0, 0, 0, 0, 0, 0, 69, 102, 885
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/diff/strategies/multi-search-replace.ts", "TypeScript", 612, 0, 0, 0, 0, 0, 0, 82, 87, 781
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/environment/__tests__/getEnvironmentDetails.spec.ts", "TypeScript", 394, 0, 0, 0, 0, 0, 0, 10, 87, 491
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/environment/getEnvironmentDetails.ts", "TypeScript", 255, 0, 0, 0, 0, 0, 0, 30, 60, 345
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/environment/reminder.ts", "TypeScript", 32, 0, 0, 0, 0, 0, 0, 3, 4, 39
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/ignore/RooIgnoreController.ts", "TypeScript", 133, 0, 0, 0, 0, 0, 0, 59, 22, 214
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/ignore/__mocks__/RooIgnoreController.ts", "TypeScript", 23, 0, 0, 0, 0, 0, 0, 7, 9, 39
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/ignore/__tests__/RooIgnoreController.security.spec.ts", "TypeScript", 179, 0, 0, 0, 0, 0, 0, 88, 58, 325
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/ignore/__tests__/RooIgnoreController.spec.ts", "TypeScript", 283, 0, 0, 0, 0, 0, 0, 153, 94, 530
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/mentions/__tests__/index.spec.ts", "TypeScript", 115, 0, 0, 0, 0, 0, 0, 4, 41, 160
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/mentions/__tests__/processUserContentMentions.spec.ts", "TypeScript", 299, 0, 0, 0, 0, 0, 0, 3, 37, 339
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/mentions/__tests__/resolveImageMentions.spec.ts", "TypeScript", 155, 0, 0, 0, 0, 0, 0, 1, 38, 194
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/mentions/index.ts", "TypeScript", 351, 0, 0, 0, 0, 0, 0, 28, 51, 430
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/mentions/processUserContentMentions.ts", "TypeScript", 113, 0, 0, 0, 0, 0, 0, 14, 12, 139
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/mentions/resolveImageMentions.ts", "TypeScript", 106, 0, 0, 0, 0, 0, 0, 19, 21, 146
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/message-manager/index.spec.ts", "TypeScript", 655, 0, 0, 0, 0, 0, 0, 70, 128, 853
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/message-manager/index.ts", "TypeScript", 103, 0, 0, 0, 0, 0, 0, 86, 30, 219
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/message-queue/MessageQueueService.ts", "TypeScript", 74, 0, 0, 0, 0, 0, 0, 0, 25, 99
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/__tests__/add-custom-instructions.spec.ts", "TypeScript", 375, 0, 0, 0, 0, 0, 0, 12, 50, 437
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/__tests__/custom-system-prompt.spec.ts", "TypeScript", 172, 0, 0, 0, 0, 0, 0, 15, 21, 208
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/__tests__/get-prompt-component.spec.ts", "TypeScript", 74, 0, 0, 0, 0, 0, 0, 0, 15, 89
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/__tests__/responses-rooignore.spec.ts", "TypeScript", 154, 0, 0, 0, 0, 0, 0, 60, 39, 253
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/__tests__/sections.spec.ts", "TypeScript", 185, 0, 0, 0, 0, 0, 0, 0, 47, 232
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/__tests__/system-prompt.spec.ts", "TypeScript", 646, 0, 0, 0, 0, 0, 0, 34, 74, 754
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/__tests__/utils.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 1, 2, 8
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/instructions/create-mcp-server.ts", "TypeScript", 300, 0, 0, 0, 0, 0, 0, 7, 15, 322
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/instructions/create-mode.ts", "TypeScript", 58, 0, 0, 0, 0, 0, 0, 0, 5, 63
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/instructions/instructions.ts", "TypeScript", 23, 0, 0, 0, 0, 0, 0, 0, 3, 26
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/responses.ts", "TypeScript", 188, 0, 0, 0, 0, 0, 0, 19, 24, 231
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/sections/__tests__/custom-instructions-global.spec.ts", "TypeScript", 207, 0, 0, 0, 0, 0, 0, 30, 44, 281
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/sections/__tests__/custom-instructions-path-detection.spec.ts", "TypeScript", 41, 0, 0, 0, 0, 0, 0, 12, 12, 65
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/sections/__tests__/custom-instructions.spec.ts", "TypeScript", 1243, 0, 0, 0, 0, 0, 0, 143, 213, 1599
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/sections/__tests__/custom-system-prompt.spec.ts", "TypeScript", 81, 0, 0, 0, 0, 0, 0, 23, 31, 135
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/sections/__tests__/objective.spec.ts", "TypeScript", 36, 0, 0, 0, 0, 0, 0, 1, 11, 48
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/sections/__tests__/skills.spec.ts", "TypeScript", 26, 0, 0, 0, 0, 0, 0, 2, 5, 33
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/sections/__tests__/system-info.spec.ts", "TypeScript", 49, 0, 0, 0, 0, 0, 0, 1, 17, 67
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/sections/__tests__/tool-use-guidelines.spec.ts", "TypeScript", 52, 0, 0, 0, 0, 0, 0, 5, 12, 69
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/sections/__tests__/tool-use.spec.ts", "TypeScript", 39, 0, 0, 0, 0, 0, 0, 2, 12, 53
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/sections/capabilities.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 0, 0, 2, 18
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/sections/custom-instructions.ts", "TypeScript", 350, 0, 0, 0, 0, 0, 0, 106, 58, 514
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/sections/custom-system-prompt.ts", "TypeScript", 62, 0, 0, 0, 0, 0, 0, 17, 9, 88
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/sections/index.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 1, 12
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/sections/markdown-formatting.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/sections/mcp-servers.ts", "TypeScript", 75, 0, 0, 0, 0, 0, 0, 1, 12, 88
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/sections/modes.ts", "TypeScript", 46, 0, 0, 0, 0, 0, 0, 2, 9, 57
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/sections/objective.ts", "TypeScript", 13, 0, 0, 0, 0, 0, 0, 0, 1, 14
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/sections/rules.ts", "TypeScript", 75, 0, 0, 0, 0, 0, 0, 18, 13, 106
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/sections/skills.ts", "TypeScript", 79, 0, 0, 0, 0, 0, 0, 11, 7, 97
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/sections/system-info.ts", "TypeScript", 24, 0, 0, 0, 0, 0, 0, 2, 5, 31
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/sections/tool-use-guidelines.ts", "TypeScript", 48, 0, 0, 0, 0, 0, 0, 10, 9, 67
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/sections/tool-use.ts", "TypeScript", 15, 0, 0, 0, 0, 0, 0, 2, 4, 21
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/system.ts", "TypeScript", 222, 0, 0, 0, 0, 0, 0, 13, 31, 266
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/tools/filter-tools-for-mode.ts", "TypeScript", 265, 0, 0, 0, 0, 0, 0, 151, 49, 465
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/tools/native-tools/__tests__/converters.spec.ts", "TypeScript", 188, 0, 0, 0, 0, 0, 0, 0, 25, 213
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/tools/native-tools/__tests__/mcp_server.spec.ts", "TypeScript", 157, 0, 0, 0, 0, 0, 0, 8, 36, 201
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/tools/native-tools/__tests__/read_file.spec.ts", "TypeScript", 187, 0, 0, 0, 0, 0, 0, 4, 53, 244
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/tools/native-tools/access_mcp_resource.ts", "TypeScript", 37, 0, 0, 0, 0, 0, 0, 0, 5, 42
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/tools/native-tools/apply_diff.ts", "TypeScript", 32, 0, 0, 0, 0, 0, 0, 0, 4, 36
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/tools/native-tools/apply_patch.ts", "TypeScript", 58, 0, 0, 0, 0, 0, 0, 0, 4, 62
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/tools/native-tools/ask_followup_question.ts", "TypeScript", 56, 0, 0, 0, 0, 0, 0, 0, 7, 63
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/tools/native-tools/attempt_completion.ts", "TypeScript", 30, 0, 0, 0, 0, 0, 0, 0, 4, 34
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/tools/native-tools/browser_action.ts", "TypeScript", 68, 0, 0, 0, 0, 0, 0, 0, 9, 77
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/tools/native-tools/codebase_search.ts", "TypeScript", 39, 0, 0, 0, 0, 0, 0, 0, 5, 44
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/tools/native-tools/converters.ts", "TypeScript", 44, 0, 0, 0, 0, 0, 0, 57, 9, 110
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/tools/native-tools/edit_file.ts", "TypeScript", 69, 0, 0, 0, 0, 0, 0, 0, 4, 73
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/tools/native-tools/execute_command.ts", "TypeScript", 40, 0, 0, 0, 0, 0, 0, 0, 5, 45
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/tools/native-tools/fetch_instructions.ts", "TypeScript", 23, 0, 0, 0, 0, 0, 0, 0, 4, 27
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/tools/native-tools/generate_image.ts", "TypeScript", 46, 0, 0, 0, 0, 0, 0, 0, 6, 52
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/tools/native-tools/index.ts", "TypeScript", 62, 0, 0, 0, 0, 0, 0, 13, 7, 82
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/tools/native-tools/list_files.ts", "TypeScript", 37, 0, 0, 0, 0, 0, 0, 0, 5, 42
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/tools/native-tools/mcp_server.ts", "TypeScript", 44, 0, 0, 0, 0, 0, 0, 15, 11, 70
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/tools/native-tools/new_task.ts", "TypeScript", 32, 0, 0, 0, 0, 0, 0, 0, 6, 38
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/tools/native-tools/read_file.ts", "TypeScript", 87, 0, 0, 0, 0, 0, 0, 24, 14, 125
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/tools/native-tools/run_slash_command.ts", "TypeScript", 27, 0, 0, 0, 0, 0, 0, 0, 5, 32
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/tools/native-tools/search_and_replace.ts", "TypeScript", 41, 0, 0, 0, 0, 0, 0, 0, 4, 45
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/tools/native-tools/search_files.ts", "TypeScript", 45, 0, 0, 0, 0, 0, 0, 0, 6, 51
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/tools/native-tools/search_replace.ts", "TypeScript", 48, 0, 0, 0, 0, 0, 0, 0, 4, 52
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/tools/native-tools/switch_mode.ts", "TypeScript", 27, 0, 0, 0, 0, 0, 0, 0, 5, 32
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/tools/native-tools/update_todo_list.ts", "TypeScript", 51, 0, 0, 0, 0, 0, 0, 0, 4, 55
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/tools/native-tools/write_to_file.ts", "TypeScript", 36, 0, 0, 0, 0, 0, 0, 0, 5, 41
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/prompts/types.ts", "TypeScript", 9, 0, 0, 0, 0, 0, 0, 5, 1, 15
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/protect/RooProtectedController.ts", "TypeScript", 59, 0, 0, 0, 0, 0, 0, 35, 14, 108
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/protect/__tests__/RooProtectedController.spec.ts", "TypeScript", 134, 0, 0, 0, 0, 0, 0, 0, 33, 167
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/task-persistence/__tests__/taskMessages.spec.ts", "TypeScript", 54, 0, 0, 0, 0, 0, 0, 3, 12, 69
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/task-persistence/apiMessages.ts", "TypeScript", 87, 0, 0, 0, 0, 0, 0, 13, 10, 110
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/task-persistence/index.ts", "TypeScript", 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/task-persistence/taskMessages.ts", "TypeScript", 33, 0, 0, 0, 0, 0, 0, 0, 10, 43
"/Users/kietle/Desktop/Roo-Code-Fork/src/core/task-persistence/taskMetadata.ts", "TypeScript", 92, 0, 0, 0, 0, 0, 0, 12, 16, 120
